0,Einnahmen aus Steuern und steuerähnlichen Abgaben
01,Gemeinschaftsteuern und Gewerbesteuerumlage
011,Lohnsteuer
012,Veranlagte Einkommensteuer
013,Nicht veranlagte Steuern vom Ertrag (ohne Abgeltung-steuer auf Zins- und Ver-
"",äußerungserträge)
014,Körperschaftsteuer
015,Umsatzsteuer
016,Einfuhrumsatzsteuer
017,Gewerbesteuerumlage
018,Abgeltungsteuer auf Zins- und Veräußerungserträge
05-06,Landessteuern
051,Vermögensteuer
052,Erbschaftsteuer
053,Grunderwerbsteuer
055,Totalisatorsteuer
056,Andere Rennwettsteuern
057,Lotteriesteuer
058,Sportwettensteuer
059,Feuerschutzsteuer
061,Biersteuer
069,Sonstige Landessteuern
09,Steuerähnliche Abgaben
093,Abgaben von Spielbanken
099,Sonstige steuerähnliche Abgaben
1,"Verwaltungseinnahmen, Einnahmen aus Schuldendienst und dgl."
11,Verwaltungseinnahmen
111,"Gebühren, sonstige Entgelte"
112,"Geldstrafen, Geldbußen und Zwangsgelder (einschließlich der damit"
"",zusammenhängenden Gerichts- und Verwaltungskosten)
119,Sonstige Verwaltungseinnahmen
12,Einnahmen aus wirtschaftlicher Tätigkeit und aus Vermögen (ohne Zinsen)
121,Gewinne aus Unternehmen und Beteiligungen
122,Konzessionsabgaben
123,"Einnahmen aus Lotterie, Lotto, Toto"
124,Mieten und Pachten
125,Einnahmen aus der Veräußerung von beweglichen Sachen und Diensten aus
"",wirtschaftlicher Tätigkeit
129,Sonstige Einnahmen aus wirtschaftlicher Tätigkeit und aus Vermögen (ohne Zin-
"",sen)
13,"Einnahmen aus der Veräußerung von Gegenständen, Kapitalrückzah-lungen"
131,Einnahmen aus der Veräußerung von unbeweglichen Sachen
132,Einnahmen aus der Veräußerung von beweglichen Sachen
133,Einnahmen aus der Veräußerung von Beteiligungen und sonstigem Kapitalver-
"",mögen
134,Kapitalrückzahlungen
14,Einnahmen aus der Inanspruchnahme von Gewährleistungen
141,Einnahmen aus der Inanspruchnahme von Gewährleistungen aus dem Inland
15,Zinseinnahmen aus dem öffentlichen Bereich
153,Zinseinnahmen von Gemeinden und Gemeindeverbänden
157,Zinseinnahmen von Zweckverbänden
16,Zinseinnahmen aus sonstigen Bereichen
161,Zinseinnahmen von öffentlichen Unternehmen und Einrichtungen
162,Sonstige Zinseinnahmen aus dem Inland
17,Darlehensrückflüsse aus dem öffentlichen Bereich
171,Darlehensrückflüsse vom Bund
173,Darlehensrückflüsse von Gemeinden und Gemeindeverbänden
177,Darlehensrückflüsse von Zweckverbänden
18,Darlehensrückflüsse aus sonstigen Bereichen
181,Darlehensrückflüsse von öffentlichen Unternehmen und Einrichtungen
182,Sonstige Darlehensrückflüsse aus dem Inland
186,Darlehensrückflüsse aus dem Ausland
2,Einnahmen aus Zuweisungen und Zuschüssen mit Ausnahme für Investitionen
21,Allgemeine (nicht zweckgebundene) Zuweisungen aus dem öffentlichen Bereich
211,Allgemeine Zuweisungen vom Bund
212,Allgemeine Zuweisungen von Ländern
213,Allgemeine Zuweisungen von Gemeinden und Gemeindeverbänden
214,Allgemeine Zuweisungen von Sondervermögen
23,Sonstige (zweckgebundene) Zuweisungen aus dem öffentlichenBereich
231,Sonstige Zuweisungen vom Bund
232,Sonstige Zuweisungen von Ländern
233,Sonstige Zuweisungen von Gemeinden und Gemeindeverbänden
234,Sonstige Zuweisungen von Sondervermögen
235,Sonstige Zuweisungen von Sozialversicherungsträgern sowie von der Bundes-
"",anstalt für Arbeit
236,Erstattungen von Sozialversicherungsträgern sowie von der Bundesanstalt für
"",Arbeit
237,Sonstige Zuweisungen von Zweckverbänden
26,Schuldendiensthilfen und Erstattungen von Verwaltungsausgaben aus sonstigen
"",Bereichen
261,Schuldendiensthilfen und Erstattungen von Verwaltungsausgaben aus dem
"",Inland
266,Schuldendiensthilfen und Erstattungen von Verwaltungsausgaben aus dem Aus-
"",land (soweit nicht von der EU)
27,Zuschüsse von der EU
271,Erstattungen von der EU
272,Sonstige Zuschüsse von der EU
28,Sonstige Zuschüsse aus sonstigen Bereichen
281,Sonstige Erstattungen aus dem Inland
282,Sonstige Zuschüsse aus dem Inland
286,Sonstige Erstattungen aus dem Ausland
29,"Vermögensübertragungen, soweit nicht für Investitionen"
298,"Vermögensübertragungen von Sonstigen aus dem Inland, soweit nicht Investi-"
"",tionszuschüsse
3,"Einnahmen aus Schuldenaufnahmen, aus Zuweisungen und Zuschüssen für"
"","Investitionen, besondere Finanzierungseinnahmen"
32,Schuldenaufnahmen am Kreditmarkt
325,Schuldenaufnahmen auf dem sonstigen inländischen Kreditmarkt
33,Zuweisungen für Investitionen aus dem öffentlichen Bereich
331,Zuweisungen  für Investitionen vom Bund
332,Zuweisungen für Investitionen von Ländern
333,Zuweisungen für Investitionen von Gemeinden und Gemeindeverbänden
334,Zuweisungen für Investitionen von Sondervermögen
337,Zuweisungen für Investitionen von Zweckverbänden
34,Beiträge und sonstige Zuschüsse für Investitionen
341,Beiträge
342,Sonstige Zuschüsse für Investitionen aus dem Inland
346,Zuschüsse für Investitionen von der EU
35,"Entnahmen aus Rücklagen, Fonds und Stöcken"
355,Entnahmen aus der Konjunkturausgleichsrücklage
356,Entnahmen aus Fonds und Stöcken
359,Sonstige Entnahmen aus Rücklagen
36,Einnahmen aus überschüssen der Vorjahre
37,Globale Mehr- und Mindereinnahmen
371,Globale Mehreinnahmen
372,Globale Mindereinnahmen
38,Haushaltstechnische Verrechnungen
381,Verrechnungen zwischen Kapiteln
382,Durchlaufende Posten
389,Sonstige haushaltstechnische Verrechnungen
4,Personalausgaben
41,Aufwendungen für Abgeordnete und ehrenamtlich Tätige
411,Aufwendungen für Abgeordnete
412,Aufwendungen für ehrenamtlich Tätige
42,Dienstbezüge und Nebenleistungen
421,"Bezüge der Ministerpräsidentin bzw. des Ministerpräsidenten, der Ministerin"
"",bzw. des Ministers und sonstiger Amtsträger
422,Bezüge und Nebenleistungen der Beamten/innen und Richter/innen
424,Zuführung an die Versorgungsrücklage
427,"Beschäftigungsentgelte, Vergütungen, Honorare für nebenamtlich und nebenbe-"
"",ruflich Tätige
428,Entgelte der Arbeitnehmerinnen und Arbeitnehmer (Beschäftigte)
429,Nicht aufteilbare Personalausgaben
43,Versorgungsbezüge und dgl.
431,"Versorgungsbezüge der Ministerpräsidentin bzw. des Ministerpräsiden-ten, der"
"",Ministerin bzw. des Ministers und sonstiger Amtsträgerinnen und Amtsträger
432,Versorgungsbezüge der Beamten/innen und Richter/innen
434,Zuführung an die Versorgungsrücklage
439,Sonstige Versorgungsbezüge und dgl.
44,"Beihilfen, Unterstützungen, Fürsorgeleistungen und dgl."
441,"Beihilfen, soweit nicht für Versorgungsempfänger/innen"
443,Fürsorgeleistungen
446,Beihilfen für Versorgungsempfängerer/innen und dgl.
45,Sonstige personalbezogene Ausgaben
453,"Trennungsgeld oder -entschädigung, Umzugskostenvergütungen"
459,Sonstige personalbezogene Ausgaben
46,Globale Mehr- und Minderausgaben für Personalausgaben
461,Globale Mehrausgaben für Personalausgaben
5,Sächliche Verwaltungsausgaben und Ausgaben für den Schuldendienst
51-54,Sächliche Verwaltungsausgaben
511,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüs-"
"","tungsgegenstände, sonstige Gebrauchsgegenstände"
514,"Verbrauchsmittel, Haltung von Fahrzeugen und dgl."
517,"Bewirtschaftung der Grundstücke, Gebäude und Räume"
518,Mieten und Pachten
519,Unterhaltung der Grundstücke und baulichen Anlagen
521,Unterhaltung des sonstigen unbeweglichen Vermögens
523,Kunst- und Wissenschaftliche Sammlungen und Bibliotheken
525,"Aus- und Fortbildung, Lehr- und Lernmittel"
526,"Ausgaben für Sachverständige, Gerichtskosten und ähnliche Ausgaben"
527,Dienstreisen
529,Verfügungsmittel
531-546,Sonstiges
547,Nicht aufteilbare sächliche Verwaltungsausgaben
56,"Zinsausgaben an Gebietskörperschaften, Sondervermögen und gebietskörper-"
"",schaftliche Zusammenschlüsse
561,Zinsausgaben an Bund
57,Zinsausgaben an Kreditmarkt
575,Zinsausgaben an sonstigen inländischen Kreditmarkt
58,"Tilgungsausgaben an Gebietskörperschaften, Sondervermögen und gebietskör-"
"",perschaftliche Zusammenschlüsse
581,Tilgungsausgaben an Bund
584,Tilgungsausgaben an Sondervermögen
59,Tilgungsausgaben an Kreditmarkt
595,Tilgungsausgaben an sonstigen inländischen Kreditmarkt
6,Ausgaben für Zuweisungen und Zuschüsse mit Ausnahme für Investitionen
61,Allgemeine (nicht zweckgebundene) Zuweisungen an öffentlichen Bereich
611,Allgemeine Zuweisungen an Bund
612,Allgemeine Zuweisungen an Länder
613,Allgemeine Zuweisungen an Gemeinden und Gemeindeverbände
62,Schuldendiensthilfen an öffentlichen Bereich
623,Schuldendiensthilfen an Gemeinden und Gemeindeverbände
63,Sonstige (zweckgebundene) Zuweisungen an öffentlichen Bereich
631,Sonstige Zuweisungen an Bund
632,Sonstige Zuweisungen an Länder
633,Sonstige Zuweisungen an Gemeinden und Gemeindeverbände
634,Sonstige Zuweisungen an Sondervermögen
636,Sonstige Zuweisungen an Sozialversicherungsträger sowie an die Bundesan-
"",stalt für Arbeit
637,Sonstige Zuweisungen an Zweckverbände
66,Schuldendiensthilfen an sonstige Bereiche
661,Schuldendiensthilfen an öffentliche Unternehmen
662,Schuldendiensthilfen an private Unternehmen
663,Schuldendiensthilfen an Sonstige im Inland
67,Erstattungen an sonstige Bereiche
671,Erstattungen an Inland
676,Erstattungen an Ausland
68,Sonstige Zuschüsse für laufende Zwecke an sonstige Bereiche
681,"Renten, Unterstützungen und sonstige Geldleistungen an natürliche Personen"
682,Zuschüsse für laufende Zwecke an öffentliche Unternehmen (soweit nicht unter
"",Gruppe 661)
683,Zuschüsse für laufende Zwecke an private Unternehmen (soweit nicht unter
"",Gruppe 662)
684,Zuschüsse für laufende Zwecke an soziale oder ähnliche Einrichtungen
685,sonstige Zuschüsse für laufende Zwecke an öffentliche Einrichtungen
686,Zuschüsse für laufende Zwecke im Inland
687,Zuschüsse für laufende Zwecke im Ausland
69,"Vermögensübertragungen, soweit nicht für Investitionen"
693,"Vermögensübertragungen an Gemeinden und Gemeindeverbände, soweit nicht"
"",Investitionszuweisungen
7,Baumaßnahmen
71-74,Hochbau
75-79,Tiefbau
8,Sonstige Ausgaben für Investitionen und Investitionsförderungsmaßnahmen
81,Erwerb von beweglichen Sachen
811,Erwerb von Fahrzeugen
812,Erwerb von Geräten und sonstigen beweglichen Sachen
82,Erwerb von unbeweglichen Sachen
821,Grunderwerb
83,Erwerb von Beteiligungen und dgl.
831,Erwerb von Beteiligungen und dgl. im Inland
85,Darlehen an öffentlichen Bereich
851,Darlehen an Bund
86,Darlehen an sonstige Bereiche
862,Darlehen an private Unternehmen
863,Darlehen an sonstige im Inland
87,Inanspruchnahme aus Gewährleistungen
871,Inanspruchnahme aus Gewährleistungen
88,Zuweisungen für Investitionen an öffentlichen Bereich
881,Zuweisungen für Investitionen an Bund
882,Zuweisungen für Investitionen an Länder
883,Zuweisungen für Investitionen an Gemeinden und Gemeindeverbände
884,Zuweisungen für Investitionen an Sondervermögen
887,Zuweisungen für Investitionen an Zweckverbände
89,Zuschüsse für Investitionen an sonstige Bereiche
891,Zuschüsse für Investitionen an öffentliche Unternehmen
892,Zuschüsse für Investionen an private Unternehmen
893,Zuschüsse für Investitionen an sonstige im Inland
894,Zuschüsse für Investitionen an öffentliche Einrichtungen
9,Besondere Finanzierungsausgaben
91,"Zuführungen an Rücklagen, Fonds und Stöcke"
915,Zuführungen an Konjunkturausgleichsrücklage
916,Zuführungen an Fonds und Stöcke
919,Sonstige Zuführungen an Rücklagen
96,Ausgaben zur Deckung von Fehlbeträgen aus Vorjahren
97,Globale Mehr- und Minderausgaben
971,Globale Mehrausgaben
972,Globale Minderausgaben
98,Haushaltstechnische Verrechnungen
981,Verrechnungen zwischen Kapiteln
982,Durchlaufende Posten
989,Sonstige haushaltstechnische Verrechnungen
